job_id,title,company,location,country,category,salary_min,salary_max,salary_is_predicted,contract_time,created,description,skills,num_skills,avg_salary
5810671047,Data Analyst Trainee,ITOL Recruit,"St. Helens, Merseyside",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-22 10:21:45+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5807960992,Data Analyst Trainee,ITOL Recruit,"Northampton, Northamptonshire",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-20 10:22:20+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5807966369,Data Analyst Trainee,ITOL Recruit,"Stevenage, Hertfordshire",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-20 10:31:10+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5809349019,Data Analyst Trainee,ITOL Recruit,"Woking, Surrey",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-21 14:13:26+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5807960989,Data Analyst Trainee,ITOL Recruit,"Nottingham, Nottinghamshire",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-20 10:22:16+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5808132277,Trainee Data Analyst,ITOL Recruit,"Leeds, West Yorkshire",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-20 13:59:18+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5809135959,Data Analyst Trainee,ITOL Recruit,"Harrow, London",United Kingdom,IT Jobs,30000.0,50000.0,False,full_time,2026-07-21 10:17:30+00:00,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",[],0,40000.0
5811205530,Senior Data Analyst,Tenth Revolution Group,"London, UK",United Kingdom,IT Jobs,70000.0,80000.0,False,full_time,2026-07-22 22:24:28+00:00,"Senior Data Analyst Up to £80,000  Bonus - London We are partnering with a growing, technology-driven organisation operating within the investment and asset management space that is investing heavily in data and analytics to support its continued growth and innovation. Due to significant business expansion, the organisation is looking to hire a Senior Data Analyst to join its expanding Data & Analytics team. This is an excellent opportunity to play a key role in shaping analytics capability wit…",[],0,75000.0
5789988119,Ecommerce Data Analyst,Next Ltd,"Enderby, Leicester",United Kingdom,IT Jobs,41782.03,41782.03,True,Unknown,2026-07-06 16:39:27+00:00,"hackajob is collaborating with Next Ltd to connect them with exceptional professionals for this role. We are looking for an eCommerce Data Analyst to join our International eCommerce Third Parties team, to be at the forefront of our global growth! Based at NEXT Head Office in Leicestershire! The Role: The International eCommerce Trading team fuels global growth by managing and optimising online product sales across 72 international markets. Within this, the Third Parties team help connect NEXT …",[],0,41782.03
5789989162,Lead Data Analyst,MAG ,"Manchester, Greater Manchester",United Kingdom,IT Jobs,57429.48,57429.48,True,Unknown,2026-07-06 16:39:39+00:00,"hackajob is collaborating with MAG (Airports Group) to connect them with exceptional professionals for this role. Lead Data Analyst - SAP Based at Manchester Airport 2 Year FTC Flexible/Hybrid working for a better work/life balance We are proud to be a diverse employer, and we welcome candidates from all backgrounds. Why MAG? At MAG we provide the airport facilities and travel services that people need to connect with the world. As the largest UK-owned airport operator, we serve over 60 million…",[],0,57429.48
5814254977,Senior Data Analyst,Admiral Group Plc,"Cardiff, Cardiff County",United Kingdom,IT Jobs,40569.47,40569.47,True,Unknown,2026-07-24 20:48:31+00:00,"hackajob is collaborating with Admiral Group Plc to connect them with exceptional professionals for this role. We are looking for experienced Senior Data Analysts to join Customer Operations Data and Analytics, specialising in analysis, insight and value realisation. Customer Operations is evolving quickly. We are building faster, more trusted and more connected customer journeys around the moments that matter most. With Genesys central to how we support customers, and AI copilot transforming t…",[],0,40569.47
5832285695,Junior Business Systems & Data Analyst,Connected Health,"Belfast, Northern Ireland",United Kingdom,IT Jobs,35000.0,35000.0,False,Unknown,2026-08-07 20:28:53+00:00,"About Connected Health Connected Health is one of the leading providers of domiciliary care across Northern Ireland and the Republic of Ireland. Through innovation, technology and exceptional people we support thousands of individuals to remain independent within their own homes. As we continue our digital transformation journey, we are seeking an ambitious and enthusiastic Junior Business Systems & Data Analyst to join our growing Technology Team. This is an exciting opportunity for someone lo…",[],0,35000.0
